---- ma-max: proto/simple.proto ----
4 9 2 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 3 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 4 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 5 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 6 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 5 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 0 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 5 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 1 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 2 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 5 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 6 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 10 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 1 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 2 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 3 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 4 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 5 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 6 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 5 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 5 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 5 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 0 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 1 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 3 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 6 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 7 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 9 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 9 1 0 1 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1
4 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
4 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
4 9 7 7 0 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 1 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 3 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 6 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 7 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 10 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 1 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 2 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 5 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 6 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 10 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 0 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 8 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 9 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 1 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 2 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 3 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 10 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 4 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 5 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
4 9 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 6 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1
3 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 10 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 1 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1
3 5 7 7 9 1 0 1 1 0 0 0 1 0 2 0 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 0 1 1 1
3 5 7 7 5 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 1 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 2 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 5 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
3 5 7 6 9 1 0 1 1 0 0 0 1 0 2 0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1
