---- ma-dtg: proto/simple.proto ----
26 3 7 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 7 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 7 5 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 7 8 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
27 3 7 5 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 6 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 10 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 1 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 2 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 3 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 4 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 5 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 6 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 5 7 7 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
25 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
26 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 7 6 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 7 6 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
25 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 4 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 5 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 6 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
26 5 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
25 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 7 6 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 7 6 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
24 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 4 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 5 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 6 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
25 5 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
24 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
23 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1
24 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
25 3 7 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
25 3 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 4 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 5 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 6 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
24 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
23 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1
24 5 7 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1
22 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
21 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
22 5 7 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
22 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 7 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 7 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 4 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 5 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 6 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 0 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 1 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 2 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 6 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 9 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 10 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
21 5 7 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1
21 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
22 5 7 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
22 5 7 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
22 5 7 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 4 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 5 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 6 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 5 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 0 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 1 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 2 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 3 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 6 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 9 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
21 10 7 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 0 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 8 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 9 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 0 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 1 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 2 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 6 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 10 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
22 5 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 0 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 1 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 2 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 3 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 6 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 9 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 10 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
23 5 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 0 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 1 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 2 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 6 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 10 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 4 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
22 5 4 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 4 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
22 5 4 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
