---- ma-ff: ../data/simple/pfile.proto ----
27 1 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 7 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 1 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 3 1 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 1 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 6 1 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
26 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 1 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 9 1 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 1 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 10 1 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 1 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 1 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 7 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 3 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 6 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 7 0 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
26 9 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 9 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 2 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 10 2 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 2 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 2 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 1 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 7 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 3 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 3 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 6 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 6 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
26 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 9 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 9 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 3 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 10 3 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 10 3 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 5 10 7 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
26 5 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 5 10 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 5 10 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 1 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 2 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 5 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 6 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 10 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 5 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
25 5 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 0 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 2 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 3 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 6 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 9 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 10 10 7 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
27 1 4 7 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
26 1 4 7 5 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
28 1 4 7 8 0 0 0 0 0 0 0 1 0 2 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1
